Age,Gender,Degree,Title,Industry of employer,Size of employer,State of employer in incorporate machine learning into business,Yearly salary > $100k,Years of coding experience,Years of experience in machine learning methods,Most frequently used data science platform,Most frequently used big data products,Experience with TPU,Primary tool for analyzing data,Regularly use Python,Regularly use R,Regularly use SQL,Regularly use Scikit-learn,Regularly use TensorFlow,Regularly use Keras,Regularly use PyTorch,Regularly use Xgboost,Regularly use Linear or Logistic Regression,Regularly use Decision Trees or Random Forests,Regularly use Gradient Boosting Machines,Regularly use Bayesian Approaches,Regularly use Convolutional Neural Networks
25-29,Woman,4,Data Analyst,Marketing/CRM,5,well established,No,4,3.0,laptop,Google Cloud BigQuery ,1.0,Business intelligence software,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0
35-39,Woman,3,Other,Other,1,do not use,No,1,1.0,laptop,,1.0,Local development environments,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45-49,Man,3,Data Engineer,Medical/Pharmaceutical,1,exploring,No,6,5.0,cloud computing platform,Snowflake ,1.0,Local development environments,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0
35-39,Man,4,Data Engineer,Academics/Education,1,I do not know,No,2,4.0,desktop,,3.0,Other,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30-34,Man,5,Research Scientist,Academics/Education,2,recently started,No,4,4.0,desktop,,1.0,Local development environments,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
60-69,Man,4,Program/Project Manager,Accounting/Finance,5,recently started,No,6,4.0,desktop,Oracle Database ,3.0,Basic statistical software,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0
40-44,Man,4,Program/Project Manager,Non-profit/Service,2,I do not know,No,0,0.0,,,0.0,Basic statistical software,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40-44,Man,3,Data Scientist,Government/Public Service,2,exploring,No,4,3.0,laptop,,3.0,,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
55-59,Man,4,Data Scientist,Other,1,well established,Yes,6,9.0,laptop,MySQL ,1.0,Business intelligence software,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
60-69,Prefer not to say,5,Other,Academics/Education,4,recently started,Yes,6,9.0,laptop,,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0
25-29,Man,4,Data Engineer,Accounting/Finance,5,well established,No,4,7.0,cloud computing platform,Microsoft SQL Server ,1.0,Local development environments,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0
22-24,Woman,4,Data Analyst,Other,1,I do not know,No,1,1.0,laptop,,1.0,Basic statistical software,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50-54,Man,4,Software Engineer,Online Service/Internet-based Services,1,for insights only,Yes,6,9.0,desktop,,3.0,Local development environments,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
50-54,Woman,3,Other,Non-profit/Service,3,I do not know,No,0,0.0,,,0.0,Basic statistical software,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30-34,Man,3,Data Scientist,Retail/Sales,5,recently started,No,4,2.0,laptop,,1.0,Cloud-based data software & APIs,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
60-69,Woman,4,Product Manager,Computers/Technology,5,I do not know,No,2,1.0,,,1.0,Basic statistical software,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25-29,Man,3,Software Engineer,Accounting/Finance,3,well established,No,4,5.0,deep learning workstation,Amazon Aurora ,1.0,Business intelligence software,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
22-24,Man,4,Machine Learning Engineer,Academics/Education,3,well established,No,3,4.0,laptop,,3.0,Cloud-based data software & APIs,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0
45-49,Man,4,Data Analyst,Other,5,well established,No,6,4.0,laptop,IBM Db2 ,1.0,Local development environments,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
40-44,Woman,3,Other,Other,3,I do not know,No,0,0.0,,,0.0,Basic statistical software,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25-29,Man,4,Data Analyst,Government/Public Service,3,exploring,No,2,3.0,laptop,,1.0,Local development environments,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
35-39,Man,5,Data Scientist,Academics/Education,4,well established,No,6,6.0,laptop,,1.0,Basic statistical software,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0
60-69,Man,2,Data Analyst,Accounting/Finance,5,I do not know,No,6,7.0,laptop,,3.0,Advanced statistical software,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
25-29,Woman,3,Data Scientist,Retail/Sales,3,well established,Yes,4,7.0,cloud computing platform,,1.0,Local development environments,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
40-44,Man,4,Data Scientist,Government/Public Service,5,well established,No,5,8.0,desktop,,4.0,Business intelligence software,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
45-49,Man,5,Research Scientist,Government/Public Service,2,exploring,No,4,3.0,cloud computing platform,,1.0,Local development environments,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0
25-29,Man,4,Other,Government/Public Service,4,I do not know,No,3,2.0,laptop,,1.0,Local development environments,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50-54,Woman,3,Data Analyst,Manufacturing/Fabrication,3,exploring,No,6,3.0,laptop,,1.0,Business intelligence software,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
45-49,Man,4,Data Scientist,Other,4,exploring,Yes,6,8.0,laptop,,2.0,Local development environments,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0
60-69,Nonbinary,4,Program/Project Manager,Computers/Technology,2,well established,No,6,3.0,laptop,MySQL ,1.0,Local development environments,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
30-34,Man,4,Data Scientist,Computers/Technology,3,for insights only,No,4,3.0,cloud computing platform,PostgreSQL ,1.0,Local development environments,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
25-29,Man,4,Data Analyst,Computers/Technology,4,well established,No,3,3.0,laptop,Amazon Aurora ,2.0,Local development environments,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
60-69,Man,4,Machine Learning Engineer,Academics/Education,2,for insights only,No,2,3.0,laptop,,2.0,Local development environments,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
30-34,Man,4,Machine Learning Engineer,Online Service/Internet-based Services,4,well established,Yes,3,6.0,cloud computing platform,,1.0,Local development environments,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0
25-29,Man,5,Data Scientist,Medical/Pharmaceutical,5,well established,No,5,7.0,laptop,,1.0,Local development environments,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0
45-49,Woman,3,Data Engineer,Accounting/Finance,4,well established,No,5,5.0,cloud computing platform,Microsoft Azure SQL Database ,3.0,Cloud-based data software & APIs,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
22-24,Man,4,Machine Learning Engineer,Other,1,I do not know,No,3,3.0,desktop,,1.0,Local development environments,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0
22-24,Man,4,Data Engineer,Computers/Technology,2,do not use,No,2,2.0,laptop,,1.0,Basic statistical software,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
22-24,Man,4,Data Analyst,Medical/Pharmaceutical,4,well established,No,2,4.0,laptop,,1.0,Advanced statistical software,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0
50-54,Woman,4,Data Analyst,Computers/Technology,4,well established,No,0,0.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45-49,Man,4,Data Analyst,Marketing/CRM,1,exploring,No,6,2.0,laptop,,3.0,Business intelligence software,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
30-34,Man,4,Data Scientist,Retail/Sales,4,recently started,No,4,5.0,laptop,,3.0,Local development environments,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0
30-34,Man,3,Software Engineer,Retail/Sales,5,for insights only,No,4,4.0,cloud computing platform,IBM Db2 ,4.0,Basic statistical software,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0
45-49,Woman,4,Other,Other,4,recently started,No,1,1.0,laptop,,1.0,Basic statistical software,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55-59,Man,2,Software Engineer,Computers/Technology,5,I do not know,No,6,1.0,laptop,,1.0,Basic statistical software,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30-34,Woman,5,Data Scientist,Other,5,well established,Yes,5,5.0,laptop,PostgreSQL ,1.0,Local development environments,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0
45-49,Man,4,Data Scientist,Accounting/Finance,5,well established,No,6,2.0,laptop,Amazon DynamoDB ,1.0,Local development environments,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0
70+,Man,3,Statistician,Computers/Technology,1,do not use,No,6,1.0,laptop,,1.0,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40-44,Woman,5,Research Scientist,Academics/Education,5,do not use,No,5,2.0,desktop,,3.0,Local development environments,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0
55-59,Man,5,Research Scientist,Academics/Education,2,I do not know,No,6,7.0,laptop,MongoDB ,4.0,Business intelligence software,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
22-24,Woman,4,Software Engineer,Computers/Technology,1,exploring,No,3,3.0,deep learning workstation,MongoDB ,3.0,Cloud-based data software & APIs,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0
55-59,Man,5,Data Scientist,Military/Security/Defense,1,for insights only,Yes,3,6.0,cloud computing platform,Amazon RDS ,4.0,Cloud-based data software & APIs,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0
30-34,Man,4,Machine Learning Engineer,Online Service/Internet-based Services,4,well established,Yes,4,5.0,cloud computing platform,Google Cloud BigQuery ,1.0,Cloud-based data software & APIs,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0
18-21,Man,2,Research Scientist,Academics/Education,5,well established,Yes,2,3.0,deep learning workstation,,2.0,Local development environments,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
60-69,Man,4,Business Analyst,Government/Public Service,5,I do not know,No,0,0.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55-59,Man,4,Program/Project Manager,Computers/Technology,3,for insights only,No,5,6.0,cloud computing platform,Google Cloud Firestore ,3.0,Local development environments,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
40-44,Man,5,Other,Computers/Technology,4,recently started,Yes,5,7.0,cloud computing platform,Snowflake ,2.0,Cloud-based data software & APIs,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
35-39,Man,4,Data Scientist,Accounting/Finance,5,well established,Yes,5,8.0,cloud computing platform,,1.0,Advanced statistical software,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0
50-54,Man,3,Other,Accounting/Finance,4,well established,No,0,0.0,,,0.0,Basic statistical software,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25-29,Man,4,Data Analyst,Accounting/Finance,5,for insights only,No,3,3.0,desktop,,1.0,Cloud-based data software & APIs,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
35-39,Woman,5,Data Scientist,Military/Security/Defense,5,well established,No,5,4.0,cloud computing platform,,4.0,Local development environments,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
30-34,Man,3,Other,Online Business/Internet-based Sales,5,I do not know,No,1,2.0,desktop,,1.0,Basic statistical software,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25-29,Woman,4,Data Scientist,Computers/Technology,1,for insights only,No,2,3.0,laptop,PostgreSQL ,4.0,Business intelligence software,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
30-34,Prefer not to say,4,Data Engineer,Government/Public Service,5,recently started,No,4,5.0,desktop,Microsoft SQL Server ,3.0,Local development environments,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
45-49,Man,4,Data Analyst,Medical/Pharmaceutical,3,for insights only,No,5,3.0,laptop,Microsoft SQL Server ,1.0,Local development environments,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0
40-44,Man,4,Other,Computers/Technology,5,well established,Yes,6,5.0,laptop,,1.0,Business intelligence software,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
25-29,Woman,4,Business Analyst,Accounting/Finance,4,well established,No,3,3.0,laptop,Microsoft SQL Server ,1.0,Basic statistical software,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0
35-39,Man,5,Machine Learning Engineer,Accounting/Finance,5,well established,Yes,6,8.0,cloud computing platform,SQLite ,1.0,Local development environments,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
45-49,Man,4,Software Engineer,Medical/Pharmaceutical,5,I do not know,Yes,6,3.0,cloud computing platform,Amazon RDS ,3.0,Cloud-based data software & APIs,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
30-34,Woman,3,Other,Government/Public Service,3,do not use,No,1,1.0,laptop,,1.0,Basic statistical software,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30-34,Man,5,Program/Project Manager,Government/Public Service,5,well established,No,3,3.0,desktop,,1.0,Advanced statistical software,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0
25-29,Man,3,Software Engineer,Shipping/Transportation,4,well established,No,3,1.0,,,1.0,Basic statistical software,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35-39,Woman,4,Data Scientist,Medical/Pharmaceutical,5,for insights only,No,4,3.0,laptop,Microsoft SQL Server ,1.0,Business intelligence software,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
35-39,Man,3,Data Scientist,Computers/Technology,1,exploring,No,1,2.0,laptop,,1.0,Other,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
30-34,Woman,5,Research Scientist,Other,3,well established,No,2,2.0,desktop,,1.0,Local development environments,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0
25-29,Man,2,Software Engineer,Medical/Pharmaceutical,5,recently started,No,3,1.0,,PostgreSQL ,1.0,Other,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60-69,Man,3,Program/Project Manager,Broadcasting/Communications,1,exploring,No,6,3.0,laptop,Microsoft SQL Server ,2.0,Local development environments,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
60-69,Man,4,Data Scientist,Online Service/Internet-based Services,5,recently started,Yes,3,4.0,laptop,Oracle Database ,4.0,Cloud-based data software & APIs,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
60-69,Man,4,Other,Other,5,well established,Yes,6,9.0,Other,,1.0,Cloud-based data software & APIs,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
25-29,Man,4,Business Analyst,Other,4,do not use,No,2,3.0,laptop,,1.0,Basic statistical software,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
35-39,Man,5,Data Scientist,Retail/Sales,3,well established,Yes,5,7.0,desktop,,1.0,Local development environments,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
35-39,Prefer not to say,4,Machine Learning Engineer,Other,1,I do not know,No,2,2.0,laptop,,1.0,Local development environments,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0
40-44,Man,4,Data Analyst,Academics/Education,3,do not use,No,4,3.0,laptop,,1.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45-49,Man,5,Data Scientist,Academics/Education,5,for insights only,Yes,5,7.0,deep learning workstation,Snowflake ,5.0,Local development environments,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
25-29,Man,5,Research Scientist,Medical/Pharmaceutical,4,exploring,Yes,4,7.0,desktop,,1.0,Local development environments,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0
35-39,Woman,4,Program/Project Manager,Hospitality/Entertainment/Sports,3,do not use,No,0,0.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30-34,Man,4,Data Analyst,Accounting/Finance,5,recently started,No,3,4.0,laptop,SQLite ,1.0,Local development environments,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
45-49,Man,4,Other,Computers/Technology,1,do not use,No,6,3.0,laptop,SQLite ,1.0,Basic statistical software,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
45-49,Man,3,Data Scientist,Computers/Technology,3,recently started,Yes,4,7.0,cloud computing platform,Microsoft Azure Cosmos DB ,1.0,Cloud-based data software & APIs,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0
25-29,Man,4,Other,Academics/Education,5,I do not know,No,3,4.0,desktop,,1.0,Advanced statistical software,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0
35-39,Man,4,Data Analyst,Academics/Education,3,exploring,No,6,6.0,desktop,,1.0,Local development environments,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
45-49,Man,5,Research Scientist,Accounting/Finance,4,for insights only,Yes,6,8.0,desktop,Microsoft Azure SQL Database ,1.0,Local development environments,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0
25-29,Man,4,Data Scientist,Manufacturing/Fabrication,5,recently started,No,4,7.0,laptop,PostgreSQL ,1.0,Local development environments,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0
55-59,Man,4,Data Analyst,Medical/Pharmaceutical,4,for insights only,No,4,6.0,laptop,Microsoft SQL Server ,2.0,Basic statistical software,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
55-59,Man,3,Software Engineer,Computers/Technology,4,well established,No,6,9.0,laptop,Microsoft SQL Server ,4.0,Cloud-based data software & APIs,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0
45-49,Man,4,Business Analyst,Computers/Technology,5,well established,No,4,5.0,laptop,Microsoft Azure Cosmos DB ,3.0,Basic statistical software,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
40-44,Woman,3,Machine Learning Engineer,Other,1,I do not know,No,1,2.0,desktop,,3.0,Other,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
55-59,Woman,4,DBA/Database Engineer,Online Service/Internet-based Services,1,for insights only,No,6,4.0,laptop,,1.0,Other,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
22-24,Woman,3,Data Analyst,Military/Security/Defense,5,recently started,No,2,2.0,laptop,,1.0,Basic statistical software,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
25-29,Man,3,Data Analyst,Military/Security/Defense,2,do not use,No,1,1.0,laptop,,1.0,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60-69,Man,4,Software Engineer,Online Service/Internet-based Services,4,exploring,Yes,6,3.0,desktop,,1.0,Local development environments,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0
25-29,Man,4,Data Scientist,Marketing/CRM,5,exploring,No,2,3.0,laptop,,2.0,Advanced statistical software,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
40-44,Man,1,Data Engineer,Computers/Technology,5,well established,Yes,4,5.0,desktop,PostgreSQL ,1.0,Local development environments,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
60-69,Man,5,Research Scientist,Academics/Education,3,for insights only,No,6,7.0,desktop,,3.0,Local development environments,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0
40-44,Woman,4,Data Scientist,Retail/Sales,3,well established,Yes,5,6.0,cloud computing platform,Microsoft Azure SQL Database ,1.0,,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
60-69,Man,3,Business Analyst,Other,1,exploring,No,3,3.0,laptop,PostgreSQL ,1.0,,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
55-59,Man,4,Product Manager,Marketing/CRM,4,well established,Yes,3,6.0,laptop,Snowflake ,1.0,Basic statistical software,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
25-29,Man,4,Machine Learning Engineer,Other,5,well established,Yes,4,7.0,cloud computing platform,,2.0,Other,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
25-29,Man,4,Business Analyst,Computers/Technology,1,I do not know,No,1,2.0,desktop,,1.0,Other,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
60-69,Man,6,Research Scientist,Medical/Pharmaceutical,2,well established,Yes,6,6.0,laptop,SQLite ,3.0,Local development environments,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0
55-59,Man,1,Other,Marketing/CRM,4,I do not know,No,0,0.0,,,0.0,Other,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55-59,Man,2,Data Analyst,Other,1,do not use,No,5,1.0,laptop,,1.0,Basic statistical software,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30-34,Man,4,Software Engineer,Medical/Pharmaceutical,5,exploring,No,4,2.0,laptop,,1.0,Basic statistical software,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
30-34,Man,3,Software Engineer,Medical/Pharmaceutical,5,exploring,No,2,2.0,laptop,Microsoft Azure Cosmos DB ,1.0,Basic statistical software,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30-34,Woman,4,Data Scientist,Government/Public Service,3,exploring,No,4,1.0,laptop,Microsoft SQL Server ,1.0,Business intelligence software,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25-29,Man,3,Statistician,Military/Security/Defense,5,exploring,No,3,2.0,desktop,,1.0,Local development environments,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
50-54,Man,4,Software Engineer,Accounting/Finance,3,exploring,Yes,6,2.0,desktop,Snowflake ,1.0,Basic statistical software,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
40-44,Man,5,Data Scientist,Medical/Pharmaceutical,1,exploring,Yes,5,4.0,laptop,,3.0,Local development environments,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0
70+,Man,4,Data Analyst,Academics/Education,4,do not use,No,6,4.0,desktop,,1.0,Advanced statistical software,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
70+,Man,5,Data Scientist,Military/Security/Defense,5,do not use,No,5,1.0,desktop,,1.0,Basic statistical software,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30-34,Man,4,Data Analyst,Academics/Education,1,exploring,No,2,2.0,laptop,,1.0,,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35-39,Man,4,Business Analyst,Accounting/Finance,5,well established,No,3,3.0,laptop,,1.0,Basic statistical software,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
25-29,Man,3,Business Analyst,Marketing/CRM,1,do not use,No,0,0.0,,,0.0,Basic statistical software,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
